account_id,customer_id,account_type,opening_date,balance,currency,status
ACC0135232,CUST066944,Current,2018-09-23,2366897,TZS,Inactive
ACC0073963,CUST032608,Savings,2013-09-01,28597300,TZS,Active
ACC0141789,CUST038424,Current,2025-08-01,18552300,TZS,Active
ACC0007084,CUST054410,Current,2018-04-01,38807900,TZS,Active
ACC0104330,CUST050989,Fixed Deposit,2023-01-22,226934200,TZS,Active
ACC0018382,CUST011708,Current,2015-07-23,2712076,TZS,Inactive
ACC0129349,CUST066197,Current,2020-02-12,7373404,TZS,Inactive
ACC0049625,CUST094065,Current,2023-01-19,23345500,TZS,Active
ACC0089308,CUST092045,Current,2023-09-18,78057700,TZS,Active
ACC0060489,CUST015478,Current,2012-12-31,28338300,TZS,Active
ACC0001517,CUST048263,Savings,2020-01-10,8095500,TZS,Active
ACC0095774,CUST008265,Current,2012-01-12,80000000,TZS,Active
ACC0100484,CUST017898,Current,2016-02-06,80000000,TZS,Active
ACC0109441,CUST019712,Savings,2012-11-07,14274500,TZS,Active
ACC0039041,CUST019517,Savings,2026-02-03,29391900,TZS,Active
ACC0099496,CUST010325,Savings,2023-10-21,4744599,TZS,Inactive
ACC0001905,CUST033309,Savings,2022-12-05,22088300,TZS,Active
ACC0053294,CUST075522,Savings,2020-11-26,21203400,TZS,Active
ACC0061166,CUST021298,Savings,2015-08-14,9920800,TZS,Active
ACC0038890,CUST043354,Savings,2023-11-19,19534800,TZS,Active
ACC0133437,CUST045244,Savings,2021-07-27,6352300,TZS,Active
ACC0114012,CUST030398,Current,2012-07-20,62703900,TZS,Active
ACC0078685,CUST017089,Savings,2021-12-24,15789300,TZS,Active
ACC0149050,CUST051368,Savings,2025-11-06,1026187,TZS,Inactive
ACC0069930,CUST051785,Current,2015-10-17,44451800,TZS,Active
ACC0015318,CUST043713,Savings,2022-04-18,7119500,TZS,Active
ACC0148388,CUST006753,Savings,2019-10-28,3679816,TZS,Inactive
ACC0006324,CUST096437,Savings,2018-11-05,21617700,TZS,Active
ACC0032393,CUST056218,Savings,2026-03-26,7937900,TZS,Active
ACC0031837,CUST015311,Current,2020-03-18,27915000,TZS,Active
ACC0075803,CUST048005,Fixed Deposit,2022-09-03,132062800,TZS,Active
ACC0124557,CUST072260,Savings,2012-04-29,8747000,TZS,Active
ACC0104743,CUST065947,Savings,2021-04-16,19366900,TZS,Active
ACC0143876,CUST080036,Savings,2016-06-13,7357600,TZS,Active
ACC0140516,CUST015941,Current,2018-11-22,51061800,TZS,Active
ACC0088939,CUST016039,Savings,2024-08-06,13860100,TZS,Active
ACC0142431,CUST055081,Current,2020-08-09,80000000,TZS,Active
ACC0014312,CUST074428,Current,2020-01-21,80000000,TZS,Active
ACC0025899,CUST084358,Savings,2025-04-24,6670400,TZS,Active
ACC0090744,CUST072507,Current,2020-04-10,35272500,TZS,Active
ACC0108695,CUST007784,Savings,2014-02-25,30000000,TZS,Active
ACC0088899,CUST090553,Current,2020-08-17,80000000,TZS,Active
ACC0120405,CUST071162,Savings,2012-01-22,26456300,TZS,Active
ACC0043843,CUST027017,Savings,2023-06-30,25220800,TZS,Active
ACC0074939,CUST023911,Fixed Deposit,2026-03-29,45809500,TZS,Active
ACC0114191,CUST093004,Current,2022-03-20,59072500,TZS,Active
ACC0118523,CUST073701,Savings,2012-11-30,9113500,TZS,Active
ACC0003609,CUST061741,Savings,2019-10-18,5157700,TZS,Active
ACC0033457,CUST087636,Savings,2012-08-29,10591500,TZS,Active
ACC0066815,CUST086740,Current,2022-10-02,80000000,TZS,Active
ACC0030263,CUST005855,Current,2019-08-26,80000000,TZS,Active
ACC0116776,CUST037557,Current,2012-12-20,80000000,TZS,Active
ACC0026370,CUST002624,Fixed Deposit,2015-08-29,164793000,TZS,Active
ACC0088836,CUST086970,Fixed Deposit,2024-02-07,124319300,TZS,Active
ACC0069531,CUST040516,Savings,2019-02-16,30000000,TZS,Active
ACC0109880,CUST031961,Current,2015-05-21,5850,TZS,Closed
ACC0120176,CUST076512,Fixed Deposit,2017-01-21,274718500,TZS,Active
ACC0010819,CUST050245,Savings,2019-05-24,28729700,TZS,Active
ACC0125655,CUST095718,Savings,2014-01-29,24430600,TZS,Active
ACC0029911,CUST036892,Savings,2012-01-26,4134322,TZS,Inactive
ACC0132207,CUST000314,Current,2014-10-29,46500100,TZS,Active
ACC0098759,CUST022231,Savings,2015-05-19,4166674,TZS,Inactive
ACC0096857,CUST014503,Savings,2021-04-29,21091600,TZS,Active
ACC0118753,CUST011807,Savings,2023-07-08,5616700,TZS,Active
ACC0049062,CUST008287,Savings,2012-07-23,807448,TZS,Inactive
ACC0012299,CUST081671,Savings,2012-08-08,12496500,TZS,Active
ACC0012690,CUST028407,Savings,2021-05-18,13092700,TZS,Active
ACC0108284,CUST067132,Savings,2019-05-07,42606,TZS,Closed
ACC0013428,CUST063034,Savings,2017-05-25,30000000,TZS,Active
ACC0083130,CUST039632,Current,2016-05-11,80000000,TZS,Active
ACC0035107,CUST040020,Current,2018-09-12,22342000,TZS,Active
ACC0086393,CUST064153,Savings,2016-11-08,13590400,TZS,Active
ACC0111957,CUST020087,Savings,2012-08-17,17043400,TZS,Active
ACC0102226,CUST012067,Savings,2026-03-25,21668800,TZS,Active
ACC0102541,CUST037716,Current,2019-05-29,50118200,TZS,Active
ACC0061927,CUST081744,Fixed Deposit,2013-07-06,456090800,TZS,Active
ACC0005025,CUST087212,Fixed Deposit,2016-11-04,329235600,TZS,Active
ACC0002284,CUST078747,Current,2015-09-24,32292000,TZS,Active
ACC0029680,CUST038826,Savings,2019-02-20,5961600,TZS,Active
ACC0042866,CUST054345,Savings,2014-06-12,10026600,TZS,Active
ACC0134250,CUST098380,Savings,2013-08-04,7385600,TZS,Active
ACC0107583,CUST095353,Current,2022-03-05,31775400,TZS,Active
ACC0102715,CUST017861,Savings,2013-12-06,25473000,TZS,Active
ACC0014759,CUST035053,Savings,2013-12-12,30000000,TZS,Active
ACC0032003,CUST036566,Savings,2013-05-10,6118900,TZS,Active
ACC0055365,CUST074411,Savings,2021-11-22,8893600,TZS,Active
ACC0059253,CUST009937,Savings,2021-09-24,26050300,TZS,Active
ACC0110779,CUST066825,Savings,2021-05-31,6975600,TZS,Active
ACC0112579,CUST021255,Savings,2015-04-11,7878300,TZS,Active
ACC0139924,CUST012558,Current,2025-08-03,44129800,TZS,Active
ACC0093182,CUST020284,Savings,2021-11-07,19604000,TZS,Active
ACC0017266,CUST092453,Savings,2023-06-26,6094300,TZS,Active
ACC0051189,CUST014738,Current,2018-12-05,47236200,TZS,Active
ACC0018269,CUST002587,Fixed Deposit,2012-09-06,130284800,TZS,Active
ACC0134767,CUST030739,Savings,2022-12-09,30000000,TZS,Active
ACC0050718,CUST032181,Current,2019-03-13,17757900,TZS,Active
ACC0032711,CUST040433,Fixed Deposit,2025-11-03,318221500,TZS,Active
ACC0072186,CUST023126,Savings,2018-10-04,16653100,TZS,Active
ACC0073826,CUST098205,Savings,2024-06-23,8537900,TZS,Active
ACC0133577,CUST013255,Current,2017-09-10,14568400,TZS,Active
ACC0059255,CUST046047,Current,2011-11-01,1469247,TZS,Inactive
ACC0054585,CUST019480,Savings,2018-04-10,6246700,TZS,Active
ACC0085217,CUST035356,Savings,2012-03-10,30000000,TZS,Active
ACC0078966,CUST024213,Current,2012-05-27,21408000,TZS,Active
ACC0015631,CUST031839,Savings,2011-11-10,4950400,TZS,Active
ACC0002234,CUST013800,Savings,2023-05-02,23578800,TZS,Active
ACC0145023,CUST012034,Savings,2014-06-28,7545422,TZS,Inactive
ACC0076527,CUST075437,Current,2020-09-17,19092100,TZS,Active
ACC0149124,CUST062843,Savings,2020-12-27,14058900,TZS,Active
ACC0042869,CUST039188,Current,2021-02-18,19903700,TZS,Active
ACC0100044,CUST032128,Savings,2020-09-06,29861100,TZS,Active
ACC0056587,CUST048275,Savings,2017-09-28,7239600,TZS,Active
ACC0066921,CUST021164,Fixed Deposit,2013-03-21,177838500,TZS,Active
ACC0041984,CUST008421,Savings,2019-05-01,16502400,TZS,Active
ACC0049224,CUST040560,Savings,2019-05-13,27938100,TZS,Active
ACC0028004,CUST031135,Current,2024-05-15,65654100,TZS,Active
ACC0003357,CUST005672,Savings,2018-07-07,9434600,TZS,Active
ACC0123634,CUST036012,Savings,2026-07-16,5188700,TZS,Active
ACC0119347,CUST000380,Savings,2021-11-28,17630900,TZS,Active
ACC0025128,CUST065879,Savings,2017-10-28,14642200,TZS,Active
ACC0049839,CUST008995,Current,2021-01-15,28636100,TZS,Active
ACC0094049,CUST014403,Savings,2025-01-18,28830500,TZS,Active
ACC0117079,CUST024430,Savings,2022-09-16,12117200,TZS,Active
ACC0068656,CUST035767,Savings,2015-01-15,18982400,TZS,Active
ACC0107522,CUST027986,Savings,2023-08-11,24336100,TZS,Active
ACC0103575,CUST068852,Current,2020-06-27,59534700,TZS,Active
ACC0024829,CUST063019,Current,2016-09-20,21375100,TZS,Active
ACC0058414,CUST019887,Current,2015-06-30,49176,TZS,Closed
ACC0104738,CUST049047,Savings,2018-11-02,22590000,TZS,Active
ACC0139372,CUST052468,Savings,2013-05-22,4713400,TZS,Active
ACC0053419,CUST041000,Current,2016-04-13,11760515,TZS,Inactive
ACC0066363,CUST014737,Savings,2017-05-18,2152035,TZS,Inactive
ACC0069971,CUST058696,Savings,2020-09-15,13796500,TZS,Active
ACC0099034,CUST077411,Savings,2015-05-21,18757100,TZS,Active
ACC0113364,CUST080513,Savings,2014-02-19,7095000,TZS,Active
ACC0071518,CUST080124,Current,2021-10-19,20932200,TZS,Active
ACC0002499,CUST003232,Savings,2019-08-06,28479400,TZS,Active
ACC0145197,CUST028818,Savings,2022-12-14,30000000,TZS,Active
ACC0066200,CUST043738,Savings,2023-09-13,8634900,TZS,Active
ACC0036457,CUST001479,Savings,2016-03-24,30000000,TZS,Active
ACC0122330,CUST045200,Savings,2018-01-05,15246400,TZS,Active
ACC0015500,CUST044493,Fixed Deposit,2017-01-23,138448000,TZS,Active
ACC0050634,CUST089034,Current,2014-03-23,12675100,TZS,Active
ACC0069846,CUST080878,Savings,2025-02-23,20847000,TZS,Active
ACC0026052,CUST051425,Savings,2025-06-05,13413700,TZS,Active
ACC0081494,CUST005961,Current,2023-09-11,35736200,TZS,Active
ACC0048311,CUST012963,Savings,2012-09-27,13460600,TZS,Active
ACC0115796,CUST055392,Current,2022-08-06,43080400,TZS,Active
ACC0005052,CUST015100,Savings,2012-10-07,14810900,TZS,Active
ACC0012265,CUST031121,Savings,2023-12-29,12431700,TZS,Active
ACC0132981,CUST032341,Savings,2018-06-20,17174500,TZS,Active
ACC0091411,CUST070134,Current,2015-10-30,54210200,TZS,Active
ACC0091853,CUST009247,Savings,2022-01-07,28414300,TZS,Active
ACC0122578,CUST083737,Savings,2019-07-30,22226100,TZS,Active
ACC0108465,CUST098309,Fixed Deposit,2013-07-21,163463800,TZS,Active
ACC0111671,CUST044059,Current,2018-10-27,39015700,TZS,Active
ACC0146106,CUST054818,Current,2026-02-18,37017900,TZS,Active
ACC0145778,CUST072686,Savings,2017-08-12,21131700,TZS,Active
ACC0074897,CUST076771,Fixed Deposit,2012-05-30,286423700,TZS,Active
ACC0025226,CUST075429,Savings,2026-02-15,14555800,TZS,Active
ACC0059447,CUST039864,Savings,2015-07-11,9981700,TZS,Active
ACC0066610,CUST006233,Current,2016-11-19,36989,TZS,Closed
ACC0086250,CUST016751,Savings,2023-08-26,15863700,TZS,Active
ACC0095034,CUST017098,Savings,2025-06-29,8701300,TZS,Active
ACC0027515,CUST042593,Current,2026-02-15,53490800,TZS,Active
ACC0056628,CUST045560,Savings,2020-03-08,9659800,TZS,Active
ACC0027420,CUST074791,Savings,2021-03-04,8622600,TZS,Active
ACC0117028,CUST029055,Savings,2024-12-23,13438700,TZS,Active
ACC0050817,CUST076049,Current,2015-12-12,23013400,TZS,Active
ACC0133425,CUST059796,Savings,2025-08-19,27912700,TZS,Active
ACC0145561,CUST003168,Savings,2025-06-27,7293900,TZS,Active
ACC0107153,CUST048572,Fixed Deposit,2018-10-22,314160800,TZS,Active
ACC0118891,CUST010461,Current,2025-05-01,12228,TZS,Closed
ACC0088130,CUST055963,Current,2020-04-15,11112995,TZS,Inactive
ACC0079178,CUST078513,Savings,2023-07-12,4254500,TZS,Active
ACC0075327,CUST017970,Fixed Deposit,2017-09-20,289556300,TZS,Active
ACC0090103,CUST041032,Current,2016-12-15,29492100,TZS,Active
ACC0098578,CUST050502,Savings,2016-07-10,30000000,TZS,Active
ACC0141279,CUST060300,Current,2022-06-23,10155100,TZS,Active
ACC0061110,CUST017874,Savings,2025-11-04,7326700,TZS,Active
ACC0121087,CUST057445,Savings,2012-05-11,30000000,TZS,Active
ACC0096655,CUST050177,Current,2013-12-02,44855800,TZS,Active
ACC0103354,CUST005432,Savings,2020-05-07,5821300,TZS,Active
ACC0090919,CUST077007,Savings,2023-09-01,4110590,TZS,Inactive
ACC0073939,CUST041630,Current,2013-02-03,59885200,TZS,Active
ACC0034004,CUST017002,Current,2015-05-20,27530300,TZS,Active
ACC0073381,CUST095443,Savings,2021-11-22,11966300,TZS,Active
ACC0040557,CUST011146,Savings,2022-12-09,6154000,TZS,Active
ACC0008844,CUST018032,Current,2015-04-24,11768900,TZS,Active
ACC0149878,CUST034335,Current,2014-01-23,5959234,TZS,Inactive
ACC0071411,CUST079741,Current,2018-08-02,13799200,TZS,Active
ACC0111219,CUST067509,Savings,2014-01-12,28418900,TZS,Active
ACC0100147,CUST007891,Savings,2014-02-03,27230100,TZS,Active
ACC0030176,CUST011862,Current,2018-08-01,24883200,TZS,Active
ACC0124746,CUST020693,Savings,2018-08-14,4265800,TZS,Active
ACC0129786,CUST004626,Current,2019-09-05,37627400,TZS,Active
ACC0065287,CUST006291,Current,2022-02-11,13768500,TZS,Active
ACC0097587,CUST085412,Savings,2013-10-08,12365100,TZS,Active
ACC0082019,CUST095956,Current,2014-07-12,47778600,TZS,Active
ACC0127422,CUST067140,Current,2014-03-02,54750200,TZS,Active
ACC0128641,CUST051679,Savings,2023-03-26,30000000,TZS,Active
ACC0059032,CUST069383,Current,2014-09-27,5040227,TZS,Inactive
ACC0048586,CUST091112,Fixed Deposit,2014-05-13,190433100,TZS,Active
ACC0135467,CUST023602,Savings,2025-10-09,2046217,TZS,Inactive
ACC0102647,CUST008845,Savings,2023-09-19,10635400,TZS,Active
ACC0063637,CUST040200,Current,2019-08-20,67841900,TZS,Active
ACC0065886,CUST004784,Savings,2014-03-04,30000000,TZS,Active
ACC0010820,CUST081812,Fixed Deposit,2016-05-08,89342489,TZS,Inactive
ACC0107948,CUST056213,Savings,2023-10-11,12207000,TZS,Active
ACC0103476,CUST024016,Savings,2015-02-10,2367718,TZS,Inactive
ACC0084614,CUST064220,Savings,2026-04-11,1054908,TZS,Inactive
ACC0050154,CUST066069,Current,2017-06-04,49400700,TZS,Active
ACC0139529,CUST022525,Savings,2014-10-24,8063800,TZS,Active
ACC0063954,CUST038355,Fixed Deposit,2012-01-06,95205400,TZS,Active
ACC0111025,CUST038031,Savings,2016-06-20,7832700,TZS,Active
ACC0122107,CUST010240,Savings,2015-01-04,9075030,TZS,Inactive
ACC0097811,CUST031130,Current,2012-05-02,44784400,TZS,Active
ACC0042785,CUST016355,Current,2023-03-30,14869500,TZS,Active
ACC0042868,CUST063916,Savings,2014-03-30,5080532,TZS,Inactive
ACC0020357,CUST026813,Current,2019-04-22,3169047,TZS,Inactive
ACC0142749,CUST023304,Savings,2014-02-02,30000000,TZS,Active
ACC0080011,CUST032124,Savings,2023-12-28,1933437,TZS,Inactive
ACC0066346,CUST057360,Current,2016-06-14,15871497,TZS,Inactive
ACC0027033,CUST034016,Savings,2023-09-03,3732400,TZS,Active
ACC0099291,CUST031488,Savings,2024-01-12,30000000,TZS,Active
ACC0064072,CUST050699,Savings,2018-07-21,7743354,TZS,Inactive
ACC0078770,CUST007479,Current,2022-01-14,64244900,TZS,Active
ACC0089552,CUST055415,Savings,2024-05-29,14224100,TZS,Active
ACC0028056,CUST051825,Savings,2024-05-29,9681700,TZS,Active
ACC0118426,CUST090207,Current,2014-11-08,10389800,TZS,Active
ACC0087069,CUST070083,Savings,2014-10-22,21168600,TZS,Active
ACC0122802,CUST025542,Savings,2024-07-22,7454285,TZS,Inactive
ACC0086089,CUST009483,Fixed Deposit,2021-09-21,500000000,TZS,Active
ACC0094905,CUST038104,Fixed Deposit,2012-01-12,18921250,TZS,Inactive
ACC0008805,CUST050943,Current,2026-01-29,38309000,TZS,Active
ACC0014008,CUST052858,Current,2011-12-31,50444500,TZS,Active
ACC0118435,CUST065302,Savings,2025-10-03,30000000,TZS,Active
ACC0143150,CUST011795,Current,2022-02-06,11881900,TZS,Active
ACC0102886,CUST045596,Current,2021-09-19,50370500,TZS,Active
ACC0016287,CUST033802,Savings,2020-01-16,5804400,TZS,Active
ACC0024395,CUST025621,Savings,2013-06-18,28384,TZS,Closed
ACC0078322,CUST025376,Savings,2023-11-04,13075100,TZS,Active
ACC0038209,CUST006455,Fixed Deposit,2018-11-13,335728700,TZS,Active
ACC0024724,CUST000602,Savings,2026-04-25,30000000,TZS,Active
ACC0092959,CUST085111,Savings,2024-04-06,30000000,TZS,Active
ACC0008284,CUST052898,Current,2024-11-18,6347800,TZS,Active
ACC0098641,CUST079290,Current,2012-12-07,47137600,TZS,Active
ACC0023115,CUST096107,Fixed Deposit,2022-03-13,270378300,TZS,Active
ACC0018930,CUST020051,Current,2023-12-23,30116300,TZS,Active
ACC0131762,CUST063357,Savings,2018-04-10,9672100,TZS,Active
ACC0038225,CUST063707,Savings,2020-12-12,13894200,TZS,Active
ACC0037242,CUST052127,Current,2023-03-28,80000000,TZS,Active
ACC0101891,CUST017023,Savings,2017-09-27,30000000,TZS,Active
ACC0050554,CUST087106,Savings,2024-05-26,22001800,TZS,Active
ACC0119075,CUST066233,Fixed Deposit,2025-10-16,137681400,TZS,Active
ACC0129993,CUST075129,Current,2023-09-26,36911200,TZS,Active
ACC0137985,CUST006189,Savings,2019-12-26,13621200,TZS,Active
ACC0079100,CUST010400,Savings,2023-05-19,30000000,TZS,Active
ACC0067977,CUST053574,Current,2022-02-20,71492800,TZS,Active
ACC0119456,CUST069581,Current,2019-11-21,16346400,TZS,Active
ACC0013441,CUST084015,Savings,2016-11-23,17260200,TZS,Active
ACC0094247,CUST068253,Savings,2020-04-17,30000000,TZS,Active
ACC0046854,CUST024529,Savings,2016-12-09,25914,TZS,Closed
ACC0050591,CUST051640,Savings,2026-05-14,11041500,TZS,Active
ACC0038024,CUST048928,Current,2026-04-16,64575600,TZS,Active
ACC0011276,CUST071141,Savings,2026-06-24,25766600,TZS,Active
ACC0138763,CUST018498,Fixed Deposit,2015-10-30,102059700,TZS,Active
ACC0084524,CUST057338,Savings,2021-10-05,18127800,TZS,Active
ACC0113204,CUST005987,Current,2018-11-03,69447000,TZS,Active
ACC0144238,CUST002821,Current,2026-03-04,20722200,TZS,Active
ACC0114628,CUST041798,Current,2014-01-25,24809500,TZS,Active
ACC0128781,CUST088788,Current,2012-06-17,80000000,TZS,Active
ACC0030298,CUST048956,Fixed Deposit,2020-03-09,203882600,TZS,Active
ACC0076771,CUST034281,Savings,2019-10-14,14213500,TZS,Active
ACC0087524,CUST045945,Current,2016-09-03,72304100,TZS,Active
ACC0061207,CUST092265,Current,2016-07-24,54400400,TZS,Active
ACC0019429,CUST000173,Savings,2018-07-05,30000000,TZS,Active
ACC0149207,CUST066971,Savings,2014-01-03,15039200,TZS,Active
ACC0021379,CUST098567,Current,2013-04-14,19121274,TZS,Inactive
ACC0122979,CUST065810,Current,2017-02-09,21101700,TZS,Active
ACC0110870,CUST095658,Current,2020-07-18,5669969,TZS,Inactive
ACC0063199,CUST029977,Current,2019-11-09,40580400,TZS,Active
ACC0059564,CUST072376,Savings,2014-05-17,15003600,TZS,Active
ACC0047027,CUST007317,Fixed Deposit,2026-02-12,145433700,TZS,Active
ACC0132053,CUST058782,Current,2013-08-05,17226800,TZS,Active
ACC0045771,CUST052262,Current,2022-04-20,80000000,TZS,Active
ACC0117442,CUST085095,Fixed Deposit,2019-05-27,242483700,TZS,Active
ACC0086041,CUST067340,Current,2018-03-11,38209800,TZS,Active
ACC0102611,CUST028745,Current,2019-08-11,49056000,TZS,Active
ACC0105068,CUST012509,Current,2019-02-12,80000000,TZS,Active
ACC0027728,CUST018456,Current,2022-08-19,18632000,TZS,Active
ACC0092599,CUST025240,Current,2015-03-05,15887,TZS,Closed
ACC0062620,CUST009592,Savings,2018-07-04,17791800,TZS,Active
ACC0139473,CUST073129,Savings,2018-11-18,5871500,TZS,Active
ACC0052993,CUST047974,Savings,2016-11-03,19983300,TZS,Active
ACC0137677,CUST043237,Current,2025-04-14,23267300,TZS,Active
ACC0137344,CUST053216,Savings,2024-09-12,46958,TZS,Closed
ACC0130238,CUST074974,Current,2023-01-03,10498215,TZS,Inactive
ACC0060727,CUST075241,Fixed Deposit,2019-07-17,149975200,TZS,Active
ACC0099903,CUST006313,Savings,2025-11-02,30000000,TZS,Active
ACC0108383,CUST036311,Savings,2021-02-20,6498616,TZS,Inactive
ACC0077863,CUST061130,Savings,2026-01-30,10958200,TZS,Active
ACC0023720,CUST045684,Savings,2023-01-09,30000000,TZS,Active
ACC0043516,CUST037407,Savings,2019-06-12,21287400,TZS,Active
ACC0006297,CUST014792,Savings,2019-07-09,30000000,TZS,Active
ACC0076706,CUST005552,Fixed Deposit,2022-03-01,24904500,TZS,Active
ACC0058636,CUST037287,Savings,2024-02-12,11879500,TZS,Active
ACC0061474,CUST092062,Savings,2025-07-19,1416,TZS,Closed
ACC0129274,CUST051681,Current,2011-11-05,15655200,TZS,Active
ACC0070479,CUST092612,Savings,2013-04-11,11560100,TZS,Active
ACC0068749,CUST051883,Savings,2025-01-30,7960300,TZS,Active
ACC0030628,CUST031809,Current,2018-04-28,34775900,TZS,Active
ACC0088797,CUST002296,Savings,2012-12-13,7422100,TZS,Active
ACC0096283,CUST052709,Fixed Deposit,2017-03-30,46268900,TZS,Active
ACC0115526,CUST087009,Current,2021-05-25,35498300,TZS,Active
ACC0121006,CUST059526,Current,2018-08-10,17467400,TZS,Active
ACC0071615,CUST045900,Fixed Deposit,2022-02-20,273464700,TZS,Active
ACC0113362,CUST051485,Current,2017-01-17,22162600,TZS,Active
ACC0124021,CUST037613,Savings,2020-01-14,9811700,TZS,Active
ACC0118041,CUST037077,Savings,2013-11-20,19992400,TZS,Active
ACC0146707,CUST066643,Current,2018-11-07,56927900,TZS,Active
ACC0002704,CUST083772,Savings,2020-09-08,27491100,TZS,Active
ACC0083747,CUST028250,Savings,2012-09-22,7832100,TZS,Active
ACC0098062,CUST060148,Savings,2018-05-07,30000000,TZS,Active
ACC0047814,CUST023655,Savings,2025-12-12,16369200,TZS,Active
ACC0069823,CUST043991,Current,2016-07-03,80000000,TZS,Active
ACC0066971,CUST016409,Current,2018-10-13,67946500,TZS,Active
ACC0096113,CUST034789,Savings,2019-08-23,22415300,TZS,Active
ACC0012653,CUST084988,Current,2012-05-24,25927000,TZS,Active
ACC0092415,CUST034051,Savings,2013-06-18,10992200,TZS,Active
ACC0088665,CUST069197,Savings,2021-10-13,4197519,TZS,Inactive
ACC0057223,CUST037156,Savings,2022-11-29,18447500,TZS,Active
ACC0121214,CUST071586,Current,2024-07-19,8319,TZS,Closed
ACC0110664,CUST086991,Savings,2017-12-26,14435600,TZS,Active
ACC0147827,CUST042962,Fixed Deposit,2013-09-07,500000000,TZS,Active
ACC0120731,CUST039404,Savings,2012-10-12,27234100,TZS,Active
ACC0118895,CUST053790,Savings,2012-09-09,23907900,TZS,Active
ACC0057835,CUST082282,Current,2022-03-03,32136100,TZS,Active
ACC0023546,CUST087844,Savings,2012-12-03,13737300,TZS,Active
ACC0025886,CUST007830,Current,2024-04-06,43196300,TZS,Active
ACC0108230,CUST062278,Current,2025-02-05,8384000,TZS,Active
ACC0073524,CUST033516,Current,2020-08-05,58910400,TZS,Active
ACC0025111,CUST040940,Savings,2024-12-09,2658797,TZS,Inactive
ACC0120938,CUST081993,Current,2023-07-08,31534600,TZS,Active
ACC0122576,CUST002850,Savings,2016-12-10,5329700,TZS,Active
ACC0072167,CUST063537,Current,2012-03-21,69574000,TZS,Active
ACC0060874,CUST081211,Current,2019-06-25,15768600,TZS,Active
ACC0127443,CUST068271,Current,2015-06-23,18824600,TZS,Active
ACC0087709,CUST095129,Current,2017-12-20,54550000,TZS,Active
ACC0149580,CUST051942,Savings,2024-08-30,6267800,TZS,Active
ACC0078267,CUST089375,Current,2024-07-06,7334700,TZS,Active
ACC0139039,CUST023446,Current,2026-02-06,39654600,TZS,Active
ACC0134511,CUST090999,Savings,2025-05-23,26380600,TZS,Active
ACC0093656,CUST087003,Savings,2016-01-13,26758200,TZS,Active
ACC0059328,CUST041332,Savings,2022-04-22,30000000,TZS,Active
ACC0043470,CUST084070,Savings,2021-07-25,30000000,TZS,Active
ACC0133145,CUST095791,Savings,2022-11-09,19447800,TZS,Active
ACC0099426,CUST017081,Current,2025-08-29,30105500,TZS,Active
ACC0025547,CUST002827,Current,2014-09-15,30806300,TZS,Active
ACC0016322,CUST056914,Savings,2021-08-24,12035800,TZS,Active
ACC0121120,CUST028675,Current,2020-01-06,26158100,TZS,Active
ACC0064675,CUST081631,Savings,2012-07-15,11969700,TZS,Active
ACC0092101,CUST030694,Current,2025-02-08,23462600,TZS,Active
ACC0126027,CUST051309,Current,2014-09-16,80000000,TZS,Active
ACC0045826,CUST028913,Savings,2021-11-16,14699,TZS,Closed
ACC0081458,CUST026536,Savings,2014-08-16,9351400,TZS,Active
ACC0029524,CUST013481,Current,2016-09-23,47820300,TZS,Active
ACC0145599,CUST048085,Savings,2025-06-02,13954200,TZS,Active
ACC0148716,CUST034039,Fixed Deposit,2023-05-10,186471200,TZS,Active
ACC0091263,CUST067418,Current,2018-01-29,50160600,TZS,Active
ACC0121562,CUST047766,Savings,2023-08-07,20910900,TZS,Active
ACC0043410,CUST049879,Current,2020-06-22,11587111,TZS,Inactive
ACC0087353,CUST084111,Savings,2018-02-06,30000000,TZS,Active
ACC0048958,CUST052769,Current,2017-04-22,21794900,TZS,Active
ACC0108978,CUST070019,Fixed Deposit,2018-05-23,224065000,TZS,Active
ACC0066750,CUST080546,Savings,2013-05-20,3161400,TZS,Active
ACC0044650,CUST012718,Current,2018-11-13,34368100,TZS,Active
ACC0017166,CUST030060,Current,2021-02-26,32542200,TZS,Active
ACC0085448,CUST011528,Current,2020-07-09,80000000,TZS,Active
ACC0116098,CUST082092,Savings,2025-05-27,4230600,TZS,Active
ACC0106594,CUST047881,Current,2013-04-30,80000000,TZS,Active
ACC0051291,CUST016843,Current,2018-04-02,38241100,TZS,Active
ACC0092186,CUST003349,Current,2014-03-20,25717500,TZS,Active
ACC0088853,CUST003417,Savings,2014-05-25,29416800,TZS,Active
ACC0098766,CUST002047,Current,2016-09-06,16205,TZS,Closed
ACC0008418,CUST044881,Savings,2020-08-03,30000000,TZS,Active
ACC0118952,CUST014448,Savings,2011-11-29,30000000,TZS,Active
ACC0047807,CUST088869,Savings,2025-11-30,13900500,TZS,Active
ACC0073577,CUST067430,Savings,2022-09-22,30000000,TZS,Active
ACC0095571,CUST043943,Savings,2014-03-23,22977400,TZS,Active
ACC0009691,CUST000615,Savings,2017-12-07,19076600,TZS,Active
ACC0010235,CUST081296,Savings,2016-10-01,16339800,TZS,Active
ACC0059287,CUST063115,Current,2013-01-21,34467200,TZS,Active
ACC0115254,CUST022310,Savings,2022-09-03,45282,TZS,Closed
ACC0029595,CUST011797,Savings,2012-02-19,12208800,TZS,Active
ACC0113534,CUST012886,Savings,2011-07-31,30000000,TZS,Active
